"movieId","title","genre","avgRating","numRatings","isPopular"
"1059","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy","2.77","35","Yes"
"106","Diabolique (1996)","Drama,Thriller","2.89","71","Yes"
"1060","Adventures of Pinocchio, The (1996)","Adventure,Children's","3.05","39","Yes"
"1061","Evening Star, The (1996)","Comedy,Drama","2.93","29","Yes"
"1062","Four Days in September (1997)","Drama","3.75","12","Yes"
"1063","Little Princess, A (1995)","Children's,Drama","3.66","41","Yes"
"1064","Crossfire (1947)","Crime,Film-Noir","4.25","4","Yes"
"1065","Koyaanisqatsi (1983)","Documentary,War","3.49","53","Yes"
"1066","Balto (1995)","Animation,Children's","3.00","16","Yes"
"1067","Bottle Rocket (1996)","Comedy","3.45","44","Yes"
"1068","Star Maker, The (Uomo delle stelle, L') (1995)","Drama","3.17","12","Yes"
"1069","Amateur (1994)","Crime,Drama,Thriller","3.17","18","Yes"
"107","Moll Flanders (1996)","Drama","3.50","42","Yes"
"1070","Living in Oblivion (1995)","Comedy","3.74","27","Yes"
"1071","Party Girl (1995)","Comedy","2.88","16","Yes"
"1072","Pyromaniac's Love Story, A (1995)","Comedy,Romance","2.43","7","Yes"
"1073","Shallow Grave (1994)","Thriller","3.82","66","Yes"
"1074","Reality Bites (1994)","Comedy,Drama","2.96","77","Yes"
"1075","Man of No Importance, A (1994)","Drama","3.43","7","Yes"
"1076","Pagemaster, The (1994)","Action,Adventure,Animation,Children's,Fantasy","2.25","12","Yes"
"1077","Love and a .45 (1994)","Thriller","3.13","8","Yes"
"1078","Oliver & Company (1988)","Animation,Children's","2.77","22","Yes"
"1079","Joe's Apartment (1996)","Comedy,Musical","2.24","45","Yes"
"108","Kids in the Hall: Brain Candy (1996)","Comedy","3.08","65","Yes"
"1080","Celestial Clockwork (1994)","Comedy","4.00","2","Yes"
"1081","Curdled (1996)","Crime","2.75","8","Yes"
"1082","Female Perversions (1996)","Drama","2.63","8","Yes"
"1083","Albino Alligator (1996)","Crime,Thriller","2.50","6","Yes"
"1084","Anne Frank Remembered (1995)","Documentary","3.86","21","Yes"
"1085","Carried Away (1996)","Drama,Romance","3.00","11","Yes"
"1086","It's My Party (1995)","Drama","3.29","21","Yes"
"1087","Bloodsport 2 (1995)","Action","1.70","10","Yes"
"1088","Double Team (1997)","Action","2.23","13","Yes"
"1089","Speed 2: Cruise Control (1997)","Action,Romance,Thriller","2.13","38","Yes"
"109","Mystery Science Theater 3000: The Movie (1996)","Comedy,Sci-Fi","3.43","130","Yes"
"1090","Sliver (1993)","Thriller","2.41","37","Yes"
"1091","Pete's Dragon (1977)","Adventure,Animation,Children's,Musical","2.72","43","Yes"
"1092","Dear God (1996)","Comedy","2.50","12","Yes"
"1093","Live Nude Girls (1995)","Comedy","3.09","23","Yes"
"1094","Thin Line Between Love and Hate, A (1996)","Comedy","2.42","12","Yes"
"1095","High School High (1996)","Comedy","2.62","29","Yes"
"1096","Commandments (1997)","Romance","2.67","3","Yes"
"1097","Hate (Haine, La) (1995)","Drama","3.50","18","Yes"
"1098","Flirting With Disaster (1996)","Comedy","3.69","42","Yes"
"1099","Red Firecracker, Green Firecracker (1994)","Drama","3.46","13","Yes"
"11","Seven (Se7en) (1995)","Crime,Thriller","3.85","236","Yes"
"110","Operation Dumbo Drop (1995)","Action,Adventure,Comedy,War","2.52","31","Yes"
"1100","What Happened Was... (1994)","Comedy,Drama,Romance","2.63","8","Yes"
"1101","Six Degrees of Separation (1993)","Drama,Mystery","3.77","74","Yes"
"1102","Two Much (1996)","Comedy,Romance","2.43","7","Yes"
"1103","Trust (1990)","Comedy,Drama","3.79","19","Yes"
"1104","C'est arriv� pr�s de chez vous (1992)","Comedy,Crime,Drama","3.00","4","Yes"
"1105","Firestorm (1998)","Action,Adventure,Thriller","2.83","18","Yes"
"1106","Newton Boys, The (1998)","Crime,Drama","3.00","4","Yes"
"1107","Beyond Rangoon (1995)","Drama","3.06","18","Yes"
"1108","Feast of July (1995)","Drama","2.40","5","Yes"
"1109","Death and the Maiden (1994)","Drama,Thriller","3.43","28","Yes"
"111","Truth About Cats & Dogs, The (1996)","Comedy,Romance","3.49","272","Yes"
"1110","Tank Girl (1995)","Action,Comedy,Musical,Sci-Fi","2.85","41","Yes"
"1111","Double Happiness (1994)","Drama","3.43","7","Yes"
"1112","Cobb (1994)","Drama","2.80","15","Yes"
"1113","Mrs. Parker and the Vicious Circle (1994)","Drama","3.27","22","Yes"
"1114","Faithful (1996)","Comedy","3.30","10","Yes"
"1115","Twelfth Night (1996)","Comedy,Drama,Romance","3.41","29","Yes"
"1116","Mark of Zorro, The (1940)","Adventure","3.62","13","Yes"
"1117","Surviving Picasso (1996)","Drama","3.11","19","Yes"
"1118","Up in Smoke (1978)","Comedy","3.26","47","Yes"
"1119","Some Kind of Wonderful (1987)","Drama,Romance","3.66","59","Yes"
"112","Flipper (1996)","Adventure,Children's","2.45","20","Yes"
"1120","I'm Not Rappaport (1996)","Comedy","3.00","17","Yes"
"1121","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Drama,Musical","3.76","21","Yes"
"1122","They Made Me a Criminal (1939)","Crime,Drama","5.00","1","Yes"
"1123","Last Time I Saw Paris, The (1954)","Drama","3.67","3","Yes"
"1124","Farewell to Arms, A (1932)","Romance,War","3.83","12","Yes"
"1125","Innocents, The (1961)","Thriller","4.25","4","Yes"
"1126","Old Man and the Sea, The (1958)","Adventure,Drama","3.34","32","Yes"
"1127","Truman Show, The (1998)","Drama","2.91","11","Yes"
"1128","Heidi Fleiss: Hollywood Madam (1995) ","Documentary","2.69","13","Yes"
"1129","Chungking Express (1994)","Drama,Mystery,Romance","3.57","28","Yes"
"113","Horseman on the Roof, The (Hussard sur le toit, Le) (1995)","Drama","4.11","9","Yes"
"1130","Jupiter's Wife (1994)","Documentary","4.00","1","Yes"
"1131","Safe (1995)","Thriller","4.00","13","Yes"
"1132","Feeling Minnesota (1996)","Drama,Romance","2.63","32","Yes"
"1133","Escape to Witch Mountain (1975)","Adventure,Children's,Fantasy","2.97","30","Yes"
"1134","Get on the Bus (1996)","Drama","3.32","38","Yes"
"1135","Doors, The (1991)","Drama,Musical","2.98","46","Yes"
"1136","Ghosts of Mississippi (1996)","Drama","3.48","29","Yes"
"1137","Beautiful Thing (1996)","Drama,Romance","3.97","29","Yes"
"1138","Best Men (1997)","Action,Comedy,Crime,Drama","3.40","5","Yes"
"1139","Hackers (1995)","Action,Crime,Thriller","2.61","33","Yes"
"114","Wallace & Gromit: The Best of Aardman Animation (1996)","Animation","4.45","67","Yes"
"1140","Road to Wellville, The (1994)","Comedy","2.29","17","Yes"
"1141","War Room, The (1993)","Documentary","3.33","9","Yes"
"1142","When We Were Kings (1996)","Documentary","4.05","44","Yes"
"1143","Hard Eight (1996)","Crime,Thriller","4.00","15","Yes"
"1144","Quiet Room, The (1996)","Drama","3.67","3","Yes"
"1145","Blue Chips (1994)","Drama","2.67","9","Yes"
"1146","Calendar Girl (1993)","Drama","2.00","3","Yes"
"1147","My Family (1995)","Drama","3.67","21","Yes"
"1148","Tom & Viv (1994)","Drama","3.33","9","Yes"
"1149","Walkabout (1971)","Drama","3.85","26","Yes"
"115","Haunted World of Edward D. Wood Jr., The (1995)","Documentary","3.73","15","Yes"
"1150","Last Dance (1996)","Drama","3.11","9","Yes"
"1151","Original Gangstas (1996)","Crime","2.14","7","Yes"
"1152","In Love and War (1996)","Romance,War","3.43","28","Yes"
"1153","Backbeat (1993)","Drama,Musical","3.47","19","Yes"
"1154","Alphaville (1965)","Sci-Fi","3.33","12","Yes"
"1155","Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)","Comedy,Romance","3.33","3","Yes"
"1156","Cyclo (1995)","Crime,Drama","3.00","1","Yes"
"1157","Relic, The (1997)","Horror","2.88","25","Yes"
"1158","Fille seule, La (A Single Girl) (1995)","Drama","4.00","4","Yes"
"1159","Stalker (1979)","Mystery,Sci-Fi","3.55","11","Yes"
"116","Cold Comfort Farm (1995)","Comedy","3.82","125","Yes"
"1160","Love! Valour! Compassion! (1997)","Drama,Romance","3.62","26","Yes"
"1161","Palookaville (1996)","Action,Drama","2.92","13","Yes"
"1162","Phat Beach (1996)","Comedy","1.60","5","Yes"
"1163","Portrait of a Lady, The (1996)","Drama","2.68","25","Yes"
"1164","Zeus and Roxanne (1997)","Children's","2.17","6","Yes"
"1165","Big Bully (1996)","Comedy,Drama","1.86","14","Yes"
"1166","Love & Human Remains (1993)","Comedy","3.17","12","Yes"
"1167","Sum of Us, The (1994)","Comedy","3.55","11","Yes"
"1168","Little Buddha (1993)","Drama","3.32","22","Yes"
"1169","Fresh (1994)","Drama","4.10","10","Yes"
"117","Rock, The (1996)","Action,Adventure,Thriller","3.69","378","Yes"
"1170","Spanking the Monkey (1994)","Comedy,Drama","3.07","27","Yes"
"1171","Wild Reeds (1994)","Drama","3.14","14","Yes"
"1172","Women, The (1939)","Comedy","3.67","15","Yes"
"1173","Bliss (1997)","Drama,Romance","2.57","7","Yes"
"1174","Caught (1996)","Drama,Thriller","3.25","8","Yes"
"1175","Hugo Pool (1997)","Romance","3.40","5","Yes"
"1176","Welcome To Sarajevo (1997)","Drama,War","3.36","22","Yes"
"1177","Dunston Checks In (1996)","Comedy","1.86","7","Yes"
"1178","Major Payne (1994)","Comedy","2.47","19","Yes"
"1179","Man of the House (1995)","Comedy","2.11","9","Yes"
"118","Twister (1996)","Action,Adventure,Thriller","3.22","293","Yes"
"1180","I Love Trouble (1994)","Action,Comedy","2.50","10","Yes"
"1181","Low Down Dirty Shame, A (1994)","Action,Comedy","2.50","10","Yes"
"1182","Cops and Robbersons (1994)","Comedy","2.31","13","Yes"
"1183","Cowboy Way, The (1994)","Action,Comedy","2.21","19","Yes"
"1184","Endless Summer 2, The (1994)","Documentary","2.50","10","Yes"
"1185","In the Army Now (1994)","Comedy,War","2.28","18","Yes"
"1186","Inkwell, The (1994)","Comedy,Drama","3.33","3","Yes"
"1187","Switchblade Sisters (1975)","Crime","3.23","13","Yes"
"1188","Young Guns II (1990)","Action,Comedy","2.77","44","Yes"
"1189","Prefontaine (1997)","Drama","5.00","3","Yes"
"119","Maya Lin: A Strong Clear Vision (1994)","Documentary","4.50","4","Yes"
"1190","That Old Feeling (1997)","Comedy,Romance","3.36","11","Yes"
"1191","Letter From Death Row, A (1998)","Crime,Drama","4.33","3","Yes"
"1192","Boys of St. Vincent, The (1993)","Drama","3.38","13","Yes"
"1193","Before the Rain (Pred dozhdot) (1994)","Drama","3.80","10","Yes"
"1194","Once Were Warriors (1994)","Crime,Drama","4.06","31","Yes"
"1195","Strawberry and Chocolate (Fresa y chocolate) (1993)","Drama","3.27","11","Yes"
"1196","Savage Nights (Nuits fauves, Les) (1992)","Drama","3.00","3","Yes"
"1197","Family Thing, A (1996)","Comedy,Drama","3.56","45","Yes"
"1198","Purple Noon (1960)","Crime,Thriller","3.14","7","Yes"
"1199","Cemetery Man (Dellamorte Dellamore) (1994)","Comedy,Horror","2.87","23","Yes"
"12","Usual Suspects, The (1995)","Crime,Thriller","4.39","267","Yes"
"120","Striptease (1996)","Comedy,Crime","2.24","67","Yes"
"1200","Kim (1950)","Children's,Drama","3.29","7","Yes"
"1201","Marlene Dietrich: Shadow and Light (1996) ","Documentary","5.00","1","Yes"
"1202","Maybe, Maybe Not (Bewegte Mann, Der) (1994)","Comedy","3.50","8","Yes"
"1203","Top Hat (1935)","Comedy,Musical,Romance","4.05","21","Yes"
"1204","To Be or Not to Be (1942)","Comedy,Drama,War","3.61","18","Yes"
"1205","Secret Agent, The (1996)","Drama","3.00","6","Yes"
"1206","Amos & Andrew (1993)","Comedy","2.68","19","Yes"
"1207","Jade (1995)","Thriller","2.29","17","Yes"
"1208","Kiss of Death (1995)","Crime,Drama,Thriller","2.85","20","Yes"
"1209","Mixed Nuts (1994)","Comedy","2.53","15","Yes"
"121","Independence Day (ID4) (1996)","Action,Sci-Fi,War","3.44","429","Yes"
"1210","Virtuosity (1995)","Sci-Fi,Thriller","2.74","38","Yes"
"1211","Blue Sky (1994)","Drama,Romance","3.42","12","Yes"
"1212","Flesh and Bone (1993)","Drama,Mystery,Romance","2.83","6","Yes"
"1213","Guilty as Sin (1993)","Crime,Drama,Thriller","2.17","6","Yes"
"1214","In the Realm of the Senses (Ai no corrida) (1976)","Drama","2.00","9","Yes"
"1215","Barb Wire (1996)","Action,Sci-Fi","1.93","30","Yes"
"1216","Kissed (1996)","Romance","3.00","6","Yes"
"1217","Assassins (1995)","Thriller","2.87","39","Yes"
"1218","Friday (1995)","Comedy","3.46","26","Yes"
"1219","Goofy Movie, A (1995)","Animation,Children's,Comedy,Romance","2.90","20","Yes"
"122","Cable Guy, The (1996)","Comedy","2.34","106","Yes"
"1220","Higher Learning (1995)","Drama","3.33","30","Yes"
"1221","When a Man Loves a Woman (1994)","Drama","3.49","39","Yes"
"1222","Judgment Night (1993)","Action","2.68","25","Yes"
"1223","King of the Hill (1993)","Drama","3.50","4","Yes"
"1224","Scout, The (1994)","Drama","2.67","12","Yes"
"1225","Angus (1995)","Comedy","2.64","14","Yes"
"1226","Night Falls on Manhattan (1997)","Crime,Drama","3.38","32","Yes"
"1227","Awfully Big Adventure, An (1995)","Drama","2.38","8","Yes"
"1228","Under Siege 2: Dark Territory (1995)","Action","2.46","48","Yes"
"1229","Poison Ivy II (1995)","Drama,Thriller","2.15","13","Yes"
"123","Frighteners, The (1996)","Comedy,Horror","3.23","115","Yes"
"1230","Ready to Wear (Pret-A-Porter) (1994)","Comedy","1.83","18","Yes"
"1231","Marked for Death (1990)","Action,Drama","2.50","22","Yes"
"1232","Madonna: Truth or Dare (1991)","Documentary","2.47","17","Yes"
"1233","N�nette et Boni (1996)","Drama","3.50","6","Yes"
"1234","Chairman of the Board (1998)","Comedy","2.38","8","Yes"
"1235","Big Bang Theory, The (1994)","Crime","4.00","1","Yes"
"1236","Other Voices, Other Rooms (1997)","Drama","3.00","1","Yes"
"1237","Twisted (1996)","Comedy,Drama","3.50","6","Yes"
"1238","Full Speed (1996)","Drama","3.13","8","Yes"
"1239","Cutthroat Island (1995)","Action,Adventure,Romance","2.44","18","Yes"
"124","Lone Star (1996)","Drama,Mystery","4.05","187","Yes"
"1240","Ghost in the Shell (Kokaku kidotai) (1995)","Animation,Sci-Fi","3.65","26","Yes"
"1241","Van, The (1996)","Comedy,Drama","2.67","6","Yes"
"1242","Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)","Comedy","2.60","5","Yes"
"1243","Night Flier (1997)","Horror","3.71","7","Yes"
"1244","Metro (1997)","Action","2.92","36","Yes"
"1245","Gridlock'd (1997)","Crime","3.21","19","Yes"
"1246","Bushwhacked (1995)","Comedy","1.57","7","Yes"
"1247","Bad Girls (1994)","Unknown","1.83","6","Yes"
"1248","Blink (1994)","Thriller","3.00","19","Yes"
"1249","For Love or Money (1993)","Comedy","2.83","12","Yes"
"125","Phenomenon (1996)","Drama,Romance","3.56","244","Yes"
"1250","Best of the Best 3: No Turning Back (1995)","Action","1.50","6","Yes"
"1251","A Chef in Love (1996)","Comedy","4.13","8","Yes"
"1252","Contempt (M�pris, Le) (1963)","Drama","3.00","9","Yes"
"1253","Tie That Binds, The (1995)","Thriller","2.43","7","Yes"
"1254","Gone Fishin' (1997)","Comedy","1.82","11","Yes"
"1255","Broken English (1996)","Drama","2.25","8","Yes"
"1256","Designated Mourner, The (1997)","Drama","2.00","3","Yes"
"1257","Designated Mourner, The (1997)","Drama","1.75","4","Yes"
"1258","Trial and Error (1997)","Comedy,Romance","2.52","23","Yes"
"1259","Pie in the Sky (1995)","Comedy,Romance","2.00","4","Yes"
"126","Spitfire Grill, The (1996)","Drama","3.80","97","Yes"
"1260","Total Eclipse (1995)","Drama","2.75","4","Yes"
"1261","Run of the Country, The (1995)","Drama","3.25","4","Yes"
"1262","Walking and Talking (1996)","Romance","3.63","8","Yes"
"1263","Foxfire (1996)","Drama","2.93","15","Yes"
"1264","Nothing to Lose (1994)","Drama","3.29","7","Yes"
"1265","Star Maps (1997)","Drama","3.05","19","Yes"
"1266","Bread and Chocolate (Pane e cioccolata) (1973)","Drama","3.17","12","Yes"
"1267","Clockers (1995)","Drama","3.00","33","Yes"
"1268","Bitter Moon (1992)","Drama","3.30","10","Yes"
"1269","Love in the Afternoon (1957)","Comedy,Romance","3.90","10","Yes"
"127","Godfather, The (1972)","Action,Crime,Drama","4.28","413","Yes"
"1270","Life with Mikey (1993)","Comedy","2.29","7","Yes"
"1271","North (1994)","Comedy","2.71","7","Yes"
"1272","Talking About Sex (1994)","Comedy,Drama","1.80","5","Yes"
"1273","Color of Night (1994)","Drama,Thriller","2.73","15","Yes"
"1274","Robocop 3 (1993)","Sci-Fi,Thriller","1.73","11","Yes"
"1275","Killer (Bulletproof Heart) (1994)","Thriller","2.50","4","Yes"
"1276","Sunset Park (1996)","Drama","2.50","8","Yes"
"1277","Set It Off (1996)","Action,Crime","3.42","19","Yes"
"1278","Selena (1997)","Drama,Musical","3.63","16","Yes"
"1279","Wild America (1997)","Adventure,Children's","2.89","9","Yes"
"128","Supercop (1992)","Action,Thriller","3.54","65","Yes"
"1280","Gang Related (1997)","Crime","2.69","16","Yes"
"1281","Manny & Lo (1996)","Drama","3.15","13","Yes"
"1282","Grass Harp, The (1995)","Drama","3.22","9","Yes"
"1283","Out to Sea (1997)","Comedy","2.68","19","Yes"
"1284","Before and After (1996)","Drama,Mystery","2.85","26","Yes"
"1285","Princess Caraboo (1994)","Drama","3.13","15","Yes"
"1286","Shall We Dance? (1937)","Comedy,Musical,Romance","3.71","17","Yes"
"1287","Ed (1996)","Comedy","1.33","6","Yes"
"1288","Denise Calls Up (1995)","Comedy","3.00","7","Yes"
"1289","Jack and Sarah (1995)","Romance","2.14","7","Yes"
"129","Bound (1996)","Crime,Drama,Romance,Thriller","3.82","129","Yes"
"1290","Country Life (1994)","Drama,Romance","1.50","2","Yes"
"1291","Celtic Pride (1996)","Comedy","2.20","15","Yes"
"1292","Simple Wish, A (1997)","Children's,Fantasy","1.67","3","Yes"
"1293","Star Kid (1997)","Adventure,Children's,Fantasy,Sci-Fi","5.00","3","Yes"
"1294","Ayn Rand: A Sense of Life (1997)","Documentary","3.14","7","Yes"
"1295","Kicked in the Head (1997)","Comedy,Drama","2.57","7","Yes"
"1296","Indian Summer (1996)","Comedy,Drama","3.25","20","Yes"
"1297","Love Affair (1994)","Drama,Romance","2.83","12","Yes"
"1298","Band Wagon, The (1953)","Comedy,Musical","3.67","9","Yes"
"1299","Penny Serenade (1941)","Drama,Romance","3.00","8","Yes"
"13","Mighty Aphrodite (1995)","Comedy","3.42","184","Yes"
"130","Kansas City (1996)","Crime","2.26","23","Yes"
"1300","'Til There Was You (1997)","Drama,Romance","2.33","9","Yes"
"1301","Stripes (1981)","Comedy","3.80","5","Yes"
"1302","Late Bloomers (1996)","Comedy","3.40","5","Yes"
"1303","Getaway, The (1994)","Action","2.33","18","Yes"
"1304","New York Cop (1996)","Action,Crime","2.50","2","Yes"
"1305","National Lampoon's Senior Trip (1995)","Comedy","2.43","7","Yes"
"1306","Delta of Venus (1994)","Drama","3.00","2","Yes"
"1307","Carmen Miranda: Bananas Is My Business (1994)","Documentary","1.50","2","Yes"
"1308","Babyfever (1994)","Comedy,Drama","1.00","2","Yes"
"1309","Very Natural Thing, A (1974)","Drama","1.00","1","Yes"
"131","Breakfast at Tiffany's (1961)","Drama,Romance","3.73","95","Yes"
"1310","Walk in the Sun, A (1945)","Drama","3.00","1","Yes"
"1311","Waiting to Exhale (1995)","Comedy,Drama","2.50","16","Yes"
"1312","Pompatus of Love, The (1996)","Comedy,Drama","3.00","7","Yes"
"1313","Palmetto (1998)","Film-Noir,Mystery,Thriller","3.14","14","Yes"
"1314","Surviving the Game (1994)","Action,Adventure,Thriller","2.45","11","Yes"
"1315","Inventing the Abbotts (1997)","Drama,Romance","3.13","23","Yes"
"1316","Horse Whisperer, The (1998)","Drama","2.71","7","Yes"
"1317","Journey of August King, The (1995)","Drama","2.00","4","Yes"
"1318","Catwalk (1995)","Documentary","1.33","3","Yes"
"1319","Neon Bible, The (1995)","Drama","1.75","4","Yes"
"132","Wizard of Oz, The (1939)","Adventure,Children's,Drama,Musical","4.08","246","Yes"
"1320","Homage (1995)","Drama","1.00","1","Yes"
"1321","Open Season (1996)","Comedy","2.50","2","Yes"
"1322","Metisse (Caf� au Lait) (1993)","Comedy","2.33","6","Yes"
"1323","Wooden Man's Bride, The (Wu Kui) (1994)","Drama","2.67","3","Yes"
"1324","Loaded (1994)","Drama,Thriller","2.40","5","Yes"
"1325","August (1996)","Drama","1.00","1","Yes"
"1326","Boys (1996)","Drama","3.33","6","Yes"
"1327","Captives (1994)","Drama","2.33","3","Yes"
"1328","Of Love and Shadows (1994)","Drama","3.17","6","Yes"
"1329","Low Life, The (1994)","Drama","1.00","1","Yes"
"133","Gone with the Wind (1939)","Drama,Romance,War","3.87","171","Yes"
"1330","An Unforgettable Summer (1994)","Drama","2.50","4","Yes"
"1331","Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)","Documentary","3.00","4","Yes"
"1332","My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)","Drama","2.00","2","Yes"
"1333","Midnight Dancers (Sibak) (1994)","Comedy,Drama","2.80","5","Yes"
"1334","Somebody to Love (1994)","Drama","1.00","2","Yes"
"1335","American Buffalo (1996)","Drama","2.64","11","Yes"
"1336","Kazaam (1996)","Children's,Comedy,Fantasy","1.80","10","Yes"
"1337","Larger Than Life (1996)","Comedy","2.33","9","Yes"
"1338","Two Deaths (1995)","Drama","2.25","4","Yes"
"1339","Stefano Quantestorie (1993)","Comedy,Drama","1.00","1","Yes"
"134","Citizen Kane (1941)","Drama","4.29","198","Yes"
"1340","Crude Oasis, The (1995)","Romance","1.00","1","Yes"
"1341","Hedd Wyn (1992)","Drama","1.00","1","Yes"
"1342","Convent, The (Convento, O) (1995)","Drama","2.50","2","Yes"
"1343","Lotto Land (1995)","Drama","1.00","1","Yes"
"1344","Story of Xinghua, The (1993)","Drama","3.20","5","Yes"
"1345","Day the Sun Turned Cold, The (Tianguo niezi) (1994)","Drama","2.00","2","Yes"
"1346","Dingo (1992)","Drama","2.40","5","Yes"
"1347","Ballad of Narayama, The (Narayama Bushiko) (1958)","Drama","2.75","4","Yes"
"1348","Every Other Weekend (1990)","Drama","1.00","1","Yes"
"1349","Mille bolle blu (1993)","Comedy","1.00","1","Yes"
"135","2001: A Space Odyssey (1968)","Drama,Mystery,Sci-Fi,Thriller","3.97","259","Yes"
"1350","Crows and Sparrows (1949)","Drama","1.50","2","Yes"
"1351","Lover's Knot (1996)","Comedy","2.00","3","Yes"
"1352","Shadow of Angels (Schatten der Engel) (1976)","Drama","1.00","1","Yes"
"1353","1-900 (1994)","Romance","2.60","5","Yes"
"1354","Venice/Venice (1992)","Drama","1.00","2","Yes"
